Domain,Region,Element Code,Element,Item,Year,Unit,Flag,Flag Description,Area,Co2 Emissions,Temperature,Yield
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Poland,20753.4966,1.374,3895133
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Poland,20184.0402,1.114,12826716
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Poland,20260.444,-0.781,4479638
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Poland,20108.6712,0.016,4261317
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Poland,17797.2892,0.952,4429384
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Poland,18931.6644,1.206,4333400
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Poland,16326.4325,1.889,4448934
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Poland,16740.6994,1.287,4550304
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Poland,15134.4235,1.701,5366276
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Poland,14935.8329,0.369,5101248
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Poland,15087.8762,0.786,5484542
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Poland,15826.0911,0.889,5103643
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Poland,14271.7775,0.839,4821191
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Poland,13271.2359,2.15,5139112
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Poland,13778.5669,1.756,5436393
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Poland,13568.6403,1.274,5664216
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Poland,14315.1874,0.403,5984553
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Poland,13615.8965,0.764,6148439
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Poland,13921.2052,1.379,6372177
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Poland,13484.6767,0.65,6781903
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Poland,12804.1357,2.349,6870228
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Poland,12284.2218,1.999,5942523
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Poland,13109.7462,2.038,6861017
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Poland,14086.0461,1.461,6697329
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Poland,14307.513,2.418,6326641
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Poland,14608.1884,2.64,18012177
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,New Zealand,1225.6067,0.602,11857099
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,New Zealand,1099.6546,-0.008,12358972
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,New Zealand,1194.6658,-0.704,11912764
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,New Zealand,1212.7576,-0.368,12935526
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,New Zealand,1253.2874,-0.069,13183867
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,New Zealand,1320.8619,0.095,4246499
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,New Zealand,1365.5441,0.234,13144724
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,New Zealand,1464.6937,-0.14,12350911
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,New Zealand,1519.4092,0.967,12549154
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,New Zealand,1573.5078,1.006,7427773
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,New Zealand,1513.7162,0.261,10354571
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,New Zealand,1526.5118,0.565,10668422
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,New Zealand,1667.0805,0.412,11347553
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,New Zealand,1758.8376,0.23,14557507
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,New Zealand,1688.1886,0.025,12670444
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,New Zealand,1779.35,0.433,11472917
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,New Zealand,1788.4572,0.379,11899249
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,New Zealand,1727.1619,0.221,12141754
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,New Zealand,1582.7282,0.545,12244904
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,New Zealand,1445.633,0.02,12022489
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,New Zealand,1336.7399,0.56,12095996
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,New Zealand,1416.5888,0.635,12164921
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,New Zealand,1473.4038,0.088,12119214
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,New Zealand,1430.4564,0.94,12063978
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,New Zealand,1603.9279,0.509,12378450
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,New Zealand,1479.9022,0.542,12339867
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,New Zealand,1430.0223,1.182,12242939
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,New Zealand,1294.5166,0.606,12413062
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,New Zealand,1258.527,1.157,12103015
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,New Zealand,1189.4468,1.107,11806138
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Netherlands,10587.9573,1.57,36183782
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Netherlands,11597.1303,0.268,37686851
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Netherlands,11257.6271,1.186,41281607
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Netherlands,11657.1978,0.252,42281631
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Netherlands,11024.3581,1.37,45075123
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Netherlands,11214.451,1.548,48014534
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Netherlands,12043.2238,-0.772,47628732
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Netherlands,10527.6441,0.617,48461523
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Netherlands,10399.607,1.073,47705917
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Netherlands,10241.78,1.579,10842521
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Netherlands,10366.2729,1.6,50995473
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Netherlands,10124.0433,1.274,52576147
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Netherlands,9333.2843,1.531,52280626
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Netherlands,9253.4252,1.209,52138750
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Netherlands,9292.7499,1.16,57411404
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Netherlands,9407.2681,1.251,58710186
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Netherlands,8202.1086,1.505,49341963
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Netherlands,8098.6136,2.068,50468525
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Netherlands,8124.286,1.425,52037761
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Netherlands,8009.2087,1.219,57935683
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Netherlands,9298.8724,0.094,62782505
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Netherlands,8138.5037,1.061,71570942
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Netherlands,8106.7555,1.141,72852845
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Netherlands,8068.9517,0.421,73190898
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Netherlands,7165.021,2.555,71590199
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Netherlands,7590.3045,1.282,73483681
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Netherlands,7616.4685,1.924,78443500
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Netherlands,7358.3822,1.723,75956018
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Netherlands,7147.7509,2.127,76629985
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Netherlands,7144.2969,2.136,76696188
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Mexico,7325.7587,0.233,9235143
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Mexico,7813.5338,0.218,8803065
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Mexico,7832.2701,0.048,8866372
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Mexico,7655.913,0.291,9116706
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Mexico,7400.6264,0.677,9376912
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Mexico,7601.8567,0.77,9789456
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Mexico,8194.5556,0.527,10076104
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Mexico,8472.8203,0.447,10072264
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Mexico,8737.3818,0.677,9933623
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Mexico,9295.308,0.585,49954246
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Mexico,9260.8485,0.575,10209352
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Mexico,8788.3063,0.495,10787489
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Mexico,8840.3973,0.656,10613200
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Mexico,9368.7757,0.806,10665381
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Mexico,9778.6164,0.289,10799010
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Mexico,9878.6119,0.727,10863965
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Mexico,10110.1485,0.861,11126837
Crops and livestock products,World,5419,Yield,Agave fibres nes,2007,hg/ha,Fc,Calculated data,Mexico,9869.8029,0.467,11197708
Crops and livestock products,World,5419,Yield,Agave fibres nes,2008,hg/ha,Fc,Calculated data,Mexico,9902.3373,0.524,11331137
Crops and livestock products,World,5419,Yield,Agave fibres nes,2009,hg/ha,Fc,Calculated data,Mexico,9400.6409,1.039,11452583
Crops and livestock products,World,5419,Yield,Agave fibres nes,2010,hg/ha,Fc,Calculated data,Mexico,9679.4088,0.237,11660285
Crops and livestock products,World,5419,Yield,Agave fibres nes,2011,hg/ha,Fc,Calculated data,Mexico,9973.8511,0.978,11887847
Crops and livestock products,World,5419,Yield,Agave fibres nes,2012,hg/ha,Fc,Calculated data,Mexico,10109.1465,0.864,12550809
Crops and livestock products,World,5419,Yield,Agave fibres nes,2013,hg/ha,Fc,Calculated data,Mexico,9740.35,0.698,12695617
Crops and livestock products,World,5419,Yield,Agave fibres nes,2014,hg/ha,Fc,Calculated data,Mexico,9539.1042,0.797,12798136
Crops and livestock products,World,5419,Yield,Agave fibres nes,2015,hg/ha,Fc,Calculated data,Mexico,10544.7763,1.048,13007142
Crops and livestock products,World,5419,Yield,Agave fibres nes,2016,hg/ha,Fc,Calculated data,Mexico,10458.3308,1.236,13294277
Crops and livestock products,World,5419,Yield,Agave fibres nes,2017,hg/ha,Fc,Calculated data,Mexico,11067.9209,1.474,13779753
Crops and livestock products,World,5419,Yield,Agave fibres nes,2018,hg/ha,Fc,Calculated data,Mexico,11491.7532,1.105,14338030
Crops and livestock products,World,5419,Yield,Agave fibres nes,2019,hg/ha,Fc,Calculated data,Mexico,11882.283,1.246,14283663
Crops and livestock products,World,5419,Yield,Agave fibres nes,1990,hg/ha,Fc,Calculated data,Jamaica,3257.5726,0.61,4188086
Crops and livestock products,World,5419,Yield,Agave fibres nes,1991,hg/ha,Fc,Calculated data,Jamaica,3495.2423,0.675,4337744
Crops and livestock products,World,5419,Yield,Agave fibres nes,1992,hg/ha,Fc,Calculated data,Jamaica,3532.5388,0.856,4930144
Crops and livestock products,World,5419,Yield,Agave fibres nes,1993,hg/ha,Fc,Calculated data,Jamaica,1512.8299,0.475,5295652
Crops and livestock products,World,5419,Yield,Agave fibres nes,1994,hg/ha,Fc,Calculated data,Jamaica,1556.9427,0.968,5392438
Crops and livestock products,World,5419,Yield,Agave fibres nes,1995,hg/ha,Fc,Calculated data,Jamaica,1145.028,0.932,5419830
Crops and livestock products,World,5419,Yield,Agave fibres nes,1996,hg/ha,Fc,Calculated data,Jamaica,1168.7206,0.252,5474696
Crops and livestock products,World,5419,Yield,Agave fibres nes,1997,hg/ha,Fc,Calculated data,Jamaica,1189.1615,0.768,5242258
Crops and livestock products,World,5419,Yield,Agave fibres nes,1998,hg/ha,Fc,Calculated data,Jamaica,1402.0606,1.246,5325729
Crops and livestock products,World,5419,Yield,Agave fibres nes,1999,hg/ha,Fc,Calculated data,Jamaica,1510.21,0.603,5519091
Crops and livestock products,World,5419,Yield,Agave fibres nes,2000,hg/ha,Fc,Calculated data,Jamaica,1630.9865,0.292,5441446
Crops and livestock products,World,5419,Yield,Agave fibres nes,2001,hg/ha,Fc,Calculated data,Jamaica,1628.5243,0.549,5583085
Crops and livestock products,World,5419,Yield,Agave fibres nes,2002,hg/ha,Fc,Calculated data,Jamaica,1390.6075,0.794,5421832
Crops and livestock products,World,5419,Yield,Agave fibres nes,2003,hg/ha,Fc,Calculated data,Jamaica,1399.051,0.961,5596664
Crops and livestock products,World,5419,Yield,Agave fibres nes,2004,hg/ha,Fc,Calculated data,Jamaica,1771.0488,0.791,5543956
Crops and livestock products,World,5419,Yield,Agave fibres nes,2005,hg/ha,Fc,Calculated data,Jamaica,3032.5028,0.881,5463882
Crops and livestock products,World,5419,Yield,Agave fibres nes,2006,hg/ha,Fc,Calculated data,Jamaica,4786.9136,0.877,5630582
